AIRLINE,ORIGIN_AIRPORT,DEPARTURE_DELAY
WN,ABQ,8.0
WN,ABQ,7.0
WN,ABQ,-2.0
WN,SJC,5.0
WN,SJC,-3.0
B6,PBI,-3.0
WN,BDL,9.0
WN,DCA,0.0
WN,MSY,8.0
WN,PHX,4.0
WN,PHX,10.0
WN,PHX,9.0
WN,PHX,-3.0
WN,PHX,2.0
WN,RNO,54.0
WN,MSY,27.0
WN,PHX,11.0
WN,PHX,5.0
WN,PHX,3.0
WN,PHX,25.0
WN,PHX,17.0
WN,PHX,4.0
WN,PHX,-1.0
WN,RNO,2.0
WN,SLC,20.0
WN,DCA,9.0
WN,DCA,-2.0
WN,MSY,-4.0
WN,PHX,24.0
WN,SJC,15.0
WN,ABQ,39.0
WN,BUR,3.0
WN,SLC,7.0
B6,DCA,-17.0
B6,BDL,34.0
WN,SJC,-4.0
B6,PBI,26.0
WN,BUR,-1.0
B6,DCA,5.0
B6,SLC,-4.0
WN,ABQ,114.0
WN,MSY,46.0
WN,PHX,-1.0
WN,DCA,-1.0
WN,DCA,9.0
WN,BDL,14.0
WN,MSY,28.0
WN,PHX,9.0
WN,PHX,25.0
WN,BUR,2.0
WN,BUR,0.0
WN,SJC,-1.0
WN,ABQ,10.0
WN,MSY,24.0
WN,PHX,17.0
WN,PHX,-3.0
WN,PHX,57.0
WN,SJC,-2.0
WN,PBI,65.0
WN,PHX,13.0
B6,PBI,14.0
B6,DCA,-4.0
WN,BUR,16.0
B6,PBI,-11.0
WN,ABQ,28.0
WN,PHX,1.0
WN,SJC,13.0
WN,PHX,14.0
WN,SJC,2.0
WN,BDL,-6.0
WN,DCA,21.0
WN,MSY,40.0
WN,BDL,17.0
WN,MSY,66.0
WN,SJC,13.0
WN,PHX,-1.0
WN,BUR,-1.0
WN,PHX,26.0
WN,PHX,-3.0
WN,PHX,13.0
WN,PHX,6.0
WN,RNO,9.0
WN,BUR,8.0
WN,ABQ,-2.0
WN,SJC,13.0
B6,DCA,-13.0
WN,PHX,5.0
WN,BUR,3.0
WN,SLC,24.0
WN,SLC,36.0
B6,DCA,9.0
WN,PHX,22.0
WN,RNO,0.0
WN,SJC,11.0
B6,PBI,-12.0
WN,PHX,38.0
WN,PHX,-1.0
WN,SJC,11.0
WN,SJC,18.0
WN,MSY,6.0
WN,SJC,10.0
B6,BDL,1.0
WN,DCA,109.0
WN,MSY,10.0
WN,MSY,0.0
WN,BDL,45.0
WN,SLC,18.0
WN,DCA,0.0
WN,DCA,62.0
WN,DCA,34.0
WN,PHX,5.0
WN,RNO,-2.0
WN,BUR,2.0
WN,MSY,54.0
B6,DCA,12.0
B6,PBI,-2.0
WN,PHX,12.0
WN,SLC,11.0
WN,MSY,23.0
WN,BDL,26.0
WN,PHX,93.0
WN,PHX,44.0
WN,SJC,2.0
B6,DCA,0.0
WN,PHX,27.0
WN,SLC,22.0
WN,MSY,23.0
WN,PHX,22.0
WN,PHX,12.0
WN,RNO,12.0
WN,SJC,13.0
WN,PHX,3.0
WN,SJC,4.0
WN,MSY,27.0
WN,PHX,15.0
WN,ABQ,-2.0
WN,PHX,16.0
WN,ABQ,41.0
WN,BDL,71.0
WN,PHX,3.0
WN,PHX,24.0
WN,BUR,5.0
B6,PBI,-5.0
WN,DCA,-3.0
WN,PBI,53.0
WN,PHX,38.0
WN,BUR,-2.0
WN,SLC,5.0
B6,DCA,1.0
WN,MSY,65.0
WN,SJC,56.0
B6,PBI,2.0
WN,ABQ,35.0
WN,ABQ,22.0
WN,PHX,16.0
WN,PHX,43.0
WN,PHX,12.0
WN,BUR,12.0
B6,DCA,-6.0
WN,BDL,37.0
WN,DCA,57.0
WN,DCA,30.0
WN,PHX,13.0
WN,PHX,9.0
WN,RNO,10.0
WN,PHX,41.0
WN,PHX,67.0
WN,ABQ,44.0
WN,PHX,9.0
WN,MSY,41.0
WN,MSY,10.0
WN,PBI,16.0
WN,SLC,28.0
B6,BDL,52.0
WN,PHX,60.0
WN,SJC,-3.0
WN,DCA,3.0
WN,PHX,34.0
WN,BDL,64.0
WN,SLC,22.0
WN,PHX,55.0
WN,ABQ,31.0
WN,ABQ,34.0
WN,PHX,14.0
WN,SJC,7.0
B6,PBI,1.0
WN,BUR,0.0
WN,SJC,41.0
B6,DCA,-9.0
WN,PHX,30.0
B6,MSY,-7.0
WN,DCA,16.0
WN,PHX,148.0
WN,PHX,40.0
WN,BUR,7.0
B6,DCA,7.0
WN,BDL,201.0
WN,PHX,26.0
WN,PHX,8.0
WN,DCA,11.0
WN,PHX,12.0
WN,PHX,41.0
WN,PHX,16.0
WN,ABQ,51.0
WN,PHX,26.0
WN,BUR,25.0
WN,SLC,29.0
WN,MSY,24.0
WN,PHX,21.0
WN,SLC,98.0
WN,PHX,23.0
WN,SJC,21.0
WN,BUR,-2.0
WN,RNO,11.0
WN,BUR,-1.0
WN,SJC,-1.0
WN,SLC,3.0
WN,MSY,18.0
WN,SJC,5.0
WN,SJC,55.0
B6,DCA,90.0
WN,ABQ,123.0
WN,DCA,-3.0
WN,DCA,-3.0
B6,PBI,68.0
WN,PHX,30.0
B6,MSY,500.0
B6,BDL,-1.0
WN,ABQ,25.0
WN,BDL,26.0
WN,PHX,107.0
B6,PBI,-6.0
WN,MSY,11.0
WN,PHX,19.0
WN,PHX,0.0
B6,DCA,5.0
WN,MSY,103.0
WN,ABQ,72.0
WN,PHX,36.0
WN,PHX,10.0
WN,PHX,18.0
WN,PHX,82.0
WN,PHX,76.0
WN,SJC,110.0
WN,SJC,41.0
WN,ABQ,30.0
WN,MSY,98.0
WN,PHX,13.0
WN,BUR,8.0
WN,SLC,17.0
WN,DCA,59.0
WN,DCA,-4.0
WN,MSY,12.0
WN,PHX,7.0
WN,PHX,25.0
WN,PHX,194.0
WN,PHX,24.0
B6,SLC,-4.0
WN,ABQ,70.0
WN,MSY,78.0
WN,PBI,96.0
B6,DCA,63.0
B6,DCA,7.0
WN,DCA,41.0
WN,PHX,-1.0
WN,PHX,37.0
WN,PHX,106.0
WN,SJC,119.0
B6,PBI,90.0
WN,MSY,19.0
WN,PHX,3.0
WN,MSY,81.0
WN,PHX,5.0
WN,BUR,21.0
WN,SJC,7.0
WN,SJC,4.0
WN,SLC,23.0
WN,MSY,37.0
B6,BDL,-1.0
WN,SJC,41.0
WN,SLC,62.0
WN,PHX,97.0
WN,PHX,13.0
WN,SJC,48.0
WN,SJC,64.0
WN,MSY,0.0
WN,PHX,19.0
WN,RNO,-5.0
WN,MSY,115.0
WN,RNO,83.0
WN,BUR,98.0
WN,DCA,-1.0
WN,DCA,-5.0
B6,DCA,34.0
WN,DCA,-9.0
WN,BUR,8.0
WN,ABQ,92.0
WN,MSY,37.0
B6,PBI,110.0
WN,PHX,9.0
WN,PHX,49.0
WN,PHX,55.0
WN,PHX,80.0
WN,PHX,71.0
WN,SJC,80.0
B6,PBI,87.0
WN,PHX,74.0
WN,PHX,38.0
WN,SJC,110.0
WN,MSY,56.0
WN,PHX,69.0
WN,PHX,39.0
WN,PHX,32.0
WN,PHX,31.0
WN,PHX,74.0
WN,RNO,-4.0
B6,BDL,-4.0
WN,PHX,74.0
WN,SJC,196.0
B6,DCA,-1.0
WN,PHX,38.0
WN,BUR,27.0
WN,DCA,29.0
B6,PBI,42.0
WN,PHX,116.0
WN,SJC,40.0
WN,MSY,140.0
WN,PHX,29.0
WN,SJC,119.0
WN,PHX,67.0
B6,DCA,63.0
B6,BUR,127.0
B6,PBI,56.0
WN,SLC,26.0
WN,DCA,13.0
WN,SJC,20.0
WN,SLC,25.0
B6,SJC,-9.0
B6,PHX,24.0
B6,SLC,37.0
B6,BDL,-8.0
B6,SJC,38.0
B6,PHX,46.0
B6,ABQ,3.0
B6,SLC,32.0
WN,RNO,-3.0
WN,MSY,0.0
WN,BDL,0.0
WN,PHX,0.0
WN,PHX,0.0
WN,BDL,17.0
B6,PBI,-4.0
B6,MSY,-3.0
B6,DCA,-11.0
B6,PBI,11.0
WN,DCA,-7.0
WN,MSY,-3.0
WN,PHX,1.0
WN,PHX,-3.0
B6,DCA,-2.0
WN,PBI,-3.0
WN,PHX,-2.0
WN,ABQ,4.0
B6,BDL,4.0
B6,PBI,11.0
WN,MSY,-5.0
WN,MSY,0.0
WN,PHX,9.0
WN,RNO,-2.0
WN,DCA,-5.0
WN,SJC,-2.0
WN,SJC,-4.0
WN,ABQ,-3.0
WN,MSY,-5.0
WN,PHX,6.0
WN,PHX,0.0
WN,RNO,0.0
WN,SJC,0.0
WN,PBI,-5.0
WN,PHX,3.0
WN,ABQ,1.0
WN,ABQ,-3.0
WN,SLC,-1.0
WN,DCA,-1.0
WN,MSY,-2.0
WN,PHX,-9.0
WN,BDL,-2.0
WN,BUR,80.0
B6,DCA,-4.0
WN,SLC,-5.0
WN,BUR,-1.0
WN,PHX,-3.0
WN,ABQ,0.0
WN,BUR,3.0
WN,SJC,-4.0
WN,ABQ,1.0
B6,PBI,-6.0
WN,DCA,-5.0
WN,PHX,24.0
B6,BDL,-5.0
WN,SJC,-1.0
WN,ABQ,-4.0
WN,BDL,30.0
WN,SJC,53.0
WN,ABQ,-4.0
WN,BUR,-7.0
WN,MSY,-4.0
WN,PHX,-4.0
WN,SLC,10.0
WN,BDL,0.0
B6,PBI,-5.0
WN,BUR,-5.0
WN,MSY,9.0
WN,SLC,3.0
B6,DCA,21.0
WN,BUR,-2.0
B6,DCA,-4.0
WN,MSY,-5.0
WN,PHX,4.0
WN,BDL,43.0
WN,MSY,-2.0
WN,PHX,-5.0
WN,PHX,-1.0
WN,SJC,15.0
B6,PBI,-6.0
WN,PHX,-5.0
WN,SJC,-2.0
WN,SLC,1.0
WN,ABQ,0.0
B6,BDL,25.0
WN,RNO,0.0
WN,MSY,-3.0
WN,SLC,1.0
WN,BUR,-1.0
B6,DCA,16.0
WN,PHX,-2.0
WN,BUR,-2.0
WN,PHX,1.0
WN,PHX,-2.0
WN,SJC,-6.0
B6,DCA,-9.0
B6,PBI,-5.0
WN,DCA,-4.0
WN,MSY,10.0
WN,DCA,-2.0
WN,MSY,-1.0
WN,PHX,34.0
WN,PHX,-3.0
WN,ABQ,0.0
WN,BUR,-1.0
WN,PHX,8.0
WN,SJC,0.0
WN,SJC,8.0
WN,SLC,-1.0
WN,DCA,-3.0
WN,DCA,5.0
WN,SJC,41.0
B6,BDL,-1.0
WN,PHX,0.0
WN,RNO,1.0
WN,MSY,-8.0
WN,PHX,19.0
WN,BUR,3.0
WN,MSY,37.0
WN,PHX,9.0
WN,RNO,22.0
WN,SJC,-2.0
WN,SJC,12.0
WN,SJC,4.0
B6,DCA,-3.0
WN,PHX,56.0
WN,PHX,5.0
B6,PBI,-4.0
B6,MSY,19.0
WN,SJC,28.0
B6,DCA,10.0
WN,DCA,-4.0
WN,PHX,9.0
B6,PBI,-8.0
WN,PHX,5.0
WN,ABQ,11.0
WN,BDL,-1.0
WN,BUR,0.0
WN,MSY,0.0
WN,PHX,20.0
WN,PHX,63.0
WN,PHX,11.0
WN,PHX,10.0
WN,PHX,8.0
WN,SJC,7.0
WN,PHX,4.0
WN,PHX,-2.0
WN,PHX,11.0
WN,PHX,0.0
WN,BUR,-3.0
B6,PBI,3.0
WN,PHX,1.0
WN,RNO,4.0
WN,PHX,41.0
WN,PHX,0.0
WN,SJC,84.0
WN,BUR,0.0
WN,PHX,11.0
WN,DCA,24.0
WN,SJC,45.0
WN,DCA,-3.0
WN,MSY,133.0
WN,PHX,15.0
WN,PHX,19.0
WN,SJC,-2.0
WN,SLC,15.0
WN,PHX,5.0
WN,SLC,1.0
B6,PBI,13.0
WN,SLC,14.0
B6,BDL,-4.0
WN,DCA,-6.0
WN,DCA,2.0
WN,MSY,24.0
WN,MSY,1.0
B6,DCA,-5.0
B6,PBI,36.0
WN,PBI,-6.0
WN,PHX,0.0
WN,PHX,3.0
B6,PBI,65.0
WN,BUR,10.0
B6,DCA,47.0
WN,PHX,45.0
WN,BUR,-2.0
WN,DCA,-7.0
WN,PHX,3.0
WN,ABQ,24.0
WN,PBI,109.0
WN,PHX,3.0
WN,BDL,0.0
WN,SJC,26.0
WN,SJC,0.0
WN,ABQ,-1.0
WN,ABQ,29.0
WN,ABQ,13.0
B6,PBI,3.0
WN,DCA,-4.0
WN,MSY,45.0
WN,PHX,13.0
WN,PHX,17.0
WN,PHX,7.0
WN,PHX,22.0
WN,PHX,14.0
WN,RNO,105.0
WN,BDL,2.0
WN,MSY,22.0
WN,PHX,16.0
WN,PHX,11.0
WN,PHX,-1.0
WN,PHX,6.0
WN,PHX,11.0
WN,PHX,-1.0
WN,PHX,14.0
WN,RNO,34.0
WN,SLC,27.0
WN,DCA,-5.0
WN,MSY,22.0
WN,PHX,16.0
WN,SJC,7.0
WN,SLC,4.0
WN,ABQ,33.0
WN,BUR,-5.0
B6,DCA,-5.0
B6,BDL,-1.0
WN,SJC,0.0
B6,PBI,49.0
WN,BUR,-3.0
B6,DCA,19.0
B6,SLC,6.0
WN,ABQ,32.0
WN,BDL,34.0
WN,MSY,15.0
WN,PHX,-1.0
WN,DCA,23.0
WN,DCA,-5.0
WN,MSY,25.0
WN,PHX,46.0
WN,PHX,1.0
WN,SJC,45.0
WN,BUR,34.0
WN,BUR,19.0
WN,MSY,51.0
WN,PHX,0.0
WN,ABQ,54.0
WN,PHX,21.0
WN,PHX,7.0
WN,SJC,-1.0
WN,PBI,54.0
WN,PHX,11.0
B6,PBI,30.0
B6,DCA,-3.0
WN,BUR,32.0
B6,PBI,47.0
WN,PHX,-4.0
WN,SJC,0.0
WN,ABQ,16.0
WN,PHX,18.0
WN,SJC,4.0
WN,DCA,14.0
WN,MSY,5.0
WN,BDL,-2.0
WN,MSY,19.0
WN,SJC,-1.0
WN,BDL,-5.0
B6,PBI,15.0
WN,PHX,-3.0
WN,BUR,0.0
WN,PHX,-3.0
WN,PHX,1.0
WN,PHX,6.0
WN,RNO,28.0
WN,BUR,19.0
WN,SJC,4.0
WN,ABQ,24.0
B6,DCA,9.0
WN,PHX,7.0
WN,SLC,25.0
WN,SLC,47.0
WN,BUR,10.0
B6,DCA,30.0
WN,PHX,45.0
WN,RNO,-10.0
WN,SJC,17.0
WN,PHX,36.0
WN,PHX,35.0
WN,SJC,43.0
WN,SJC,9.0
WN,MSY,6.0
WN,SJC,46.0
B6,BDL,15.0
WN,DCA,1.0
WN,MSY,21.0
WN,MSY,68.0
WN,SLC,-3.0
WN,BDL,23.0
WN,DCA,-6.0
WN,DCA,75.0
WN,DCA,21.0
WN,PHX,148.0
WN,RNO,23.0
WN,BUR,19.0
WN,MSY,61.0
B6,DCA,-9.0
B6,PBI,33.0
WN,PHX,8.0
WN,SLC,17.0
WN,MSY,0.0
WN,PHX,39.0
WN,PHX,17.0
WN,SJC,-5.0
WN,BDL,5.0
B6,DCA,-5.0
WN,MSY,12.0
WN,PHX,4.0
WN,SLC,2.0
WN,PHX,3.0
WN,PHX,18.0
WN,RNO,32.0
WN,SJC,60.0
WN,PHX,108.0
WN,PHX,13.0
WN,SJC,4.0
WN,MSY,17.0
WN,PHX,28.0
WN,PHX,95.0
WN,ABQ,0.0
WN,PHX,2.0
WN,PHX,0.0
WN,ABQ,28.0
WN,BDL,45.0
WN,BUR,7.0
B6,PBI,71.0
WN,DCA,-2.0
WN,PBI,105.0
WN,PHX,88.0
WN,SLC,5.0
WN,BUR,31.0
B6,DCA,-8.0
WN,MSY,39.0
WN,SJC,81.0
B6,PBI,216.0
WN,PHX,28.0
WN,PHX,34.0
WN,ABQ,11.0
WN,ABQ,61.0
WN,PHX,90.0
WN,PHX,84.0
WN,BUR,-1.0
WN,DCA,10.0
WN,DCA,23.0
WN,PHX,30.0
WN,RNO,27.0
WN,BDL,11.0
WN,PHX,61.0
WN,PHX,39.0
B6,DCA,-5.0
WN,PHX,28.0
WN,ABQ,21.0
WN,MSY,6.0
WN,MSY,40.0
WN,PBI,25.0
WN,SLC,5.0
B6,BDL,52.0
WN,PHX,44.0
WN,SJC,17.0
WN,DCA,71.0
WN,PHX,11.0
WN,PHX,32.0
WN,SLC,39.0
WN,BDL,86.0
WN,PHX,28.0
WN,PHX,26.0
WN,SJC,21.0
WN,ABQ,16.0
WN,ABQ,24.0
B6,PBI,201.0
WN,SJC,25.0
WN,BUR,20.0
B6,DCA,-5.0
B6,MSY,35.0
WN,DCA,30.0
WN,PHX,17.0
WN,PHX,44.0
WN,BUR,91.0
B6,DCA,88.0
WN,PHX,21.0
WN,PHX,10.0
WN,BDL,31.0
WN,DCA,-1.0
WN,PHX,22.0
WN,PHX,28.0
WN,PHX,27.0
WN,SLC,42.0
WN,ABQ,110.0
WN,BUR,5.0
WN,MSY,40.0
WN,PHX,34.0
WN,MSY,84.0
WN,PHX,20.0
WN,SLC,52.0
WN,SJC,15.0
WN,BUR,16.0
WN,RNO,160.0
WN,SJC,19.0
WN,SLC,0.0
WN,BUR,10.0
B6,DCA,7.0
WN,MSY,21.0
WN,SJC,9.0
WN,SJC,76.0
WN,DCA,80.0
WN,DCA,-2.0
WN,ABQ,59.0
B6,PBI,85.0
WN,PHX,94.0
B6,MSY,97.0
B6,BDL,31.0
WN,PHX,20.0
WN,ABQ,18.0
WN,BDL,24.0
B6,PBI,51.0
WN,MSY,67.0
WN,PHX,37.0
WN,PHX,46.0
WN,PHX,29.0
WN,PHX,64.0
WN,PHX,36.0
WN,PHX,104.0
WN,PHX,84.0
WN,SJC,76.0
WN,SJC,65.0
WN,ABQ,70.0
WN,MSY,46.0
WN,PHX,33.0
WN,SLC,15.0
WN,ABQ,-1.0
WN,BUR,157.0
WN,DCA,0.0
WN,DCA,44.0
WN,MSY,59.0
WN,PHX,46.0
WN,PHX,49.0
WN,PHX,24.0
WN,PHX,59.0
B6,SLC,-2.0
WN,MSY,17.0
WN,ABQ,28.0
WN,PBI,72.0
B6,DCA,27.0
WN,DCA,29.0
WN,PHX,125.0
WN,PHX,-1.0
WN,PHX,85.0
WN,SJC,19.0
B6,PBI,97.0
WN,MSY,88.0
WN,PHX,0.0
WN,MSY,120.0
WN,SJC,73.0
WN,SJC,29.0
WN,SLC,41.0
WN,BUR,29.0
B6,DCA,49.0
WN,PHX,86.0
WN,MSY,164.0
B6,BDL,92.0
WN,SJC,67.0
WN,SLC,48.0
WN,PHX,63.0
WN,PHX,10.0
WN,SJC,28.0
WN,SJC,35.0
WN,MSY,-8.0
WN,PHX,136.0
WN,RNO,45.0
WN,MSY,51.0
WN,RNO,29.0
WN,BUR,72.0
WN,DCA,1.0
WN,DCA,27.0
B6,DCA,7.0
WN,DCA,17.0
WN,ABQ,26.0
WN,BUR,1.0
WN,MSY,7.0
WN,PHX,37.0
B6,PBI,38.0
B6,DCA,29.0
WN,PHX,21.0
WN,PHX,75.0
WN,PHX,16.0
WN,PHX,41.0
WN,PHX,26.0
WN,PHX,111.0
WN,SJC,70.0
B6,PBI,128.0
WN,PHX,25.0
WN,MSY,66.0
WN,PHX,41.0
WN,PHX,14.0
WN,PHX,1.0
WN,PHX,11.0
WN,RNO,26.0
B6,BDL,7.0
WN,PHX,23.0
WN,SJC,54.0
WN,SJC,55.0
WN,BUR,70.0
B6,DCA,-1.0
WN,PHX,8.0
WN,DCA,3.0
WN,SJC,38.0
B6,PBI,268.0
WN,BUR,25.0
WN,BUR,26.0
WN,SJC,12.0
WN,MSY,94.0
WN,PHX,146.0
WN,SJC,8.0
WN,ABQ,35.0
B6,PBI,37.0
WN,SJC,22.0
WN,PHX,62.0
WN,PHX,14.0
B6,DCA,7.0
WN,SJC,42.0
B6,BUR,30.0
WN,SLC,53.0
WN,DCA,90.0
WN,SJC,22.0
WN,SLC,122.0
B6,SJC,-4.0
WN,PHX,-2.0
WN,PHX,35.0
WN,SJC,25.0
B6,PHX,42.0
B6,SLC,221.0
B6,BDL,42.0
B6,SJC,-7.0
B6,PHX,47.0
B6,ABQ,42.0
B6,SLC,50.0
WN,MSY,2.0
WN,RNO,-5.0
WN,ABQ,-2.0
WN,BDL,-1.0
WN,DCA,-10.0
B6,PBI,2.0
B6,MSY,-5.0
B6,DCA,-6.0
WN,BDL,0.0
WN,PHX,-2.0
B6,PBI,1.0
WN,MSY,-3.0
WN,DCA,-6.0
WN,PHX,0.0
WN,PHX,-3.0
WN,PHX,-7.0
B6,DCA,-5.0
WN,ABQ,358.0
WN,PBI,-2.0
B6,BDL,-7.0
B6,PBI,0.0
WN,MSY,0.0
WN,MSY,0.0
WN,PHX,0.0
WN,PHX,-3.0
WN,PHX,-1.0
WN,SLC,1.0
WN,ABQ,-1.0
WN,MSY,3.0
WN,DCA,-5.0
WN,PHX,0.0
WN,PHX,-2.0
WN,PHX,-1.0
WN,RNO,-1.0
WN,SJC,-1.0
WN,SJC,18.0
WN,SJC,-5.0
WN,ABQ,1.0
WN,BDL,-2.0
WN,DCA,-6.0
WN,PHX,-4.0
WN,SJC,1.0
WN,SJC,-1.0
WN,DCA,-8.0
WN,RNO,-5.0
WN,SJC,0.0
WN,ABQ,0.0
WN,PBI,0.0
WN,PHX,-2.0
WN,SLC,-1.0
WN,ABQ,3.0
WN,PHX,-5.0
WN,DCA,-8.0
WN,MSY,-2.0
WN,BUR,-5.0
WN,PHX,-1.0
B6,DCA,-7.0
WN,BDL,-2.0
WN,BUR,-5.0
WN,BUR,-8.0
WN,SJC,-3.0
WN,ABQ,-1.0
WN,BUR,-2.0
WN,DCA,-5.0
B6,PBI,-8.0
WN,BUR,-6.0
WN,PHX,-2.0
WN,PHX,-1.0
B6,BDL,-3.0
B6,DCA,-7.0
WN,BDL,2.0
WN,SJC,-3.0
WN,ABQ,-3.0
WN,SJC,-5.0
WN,MSY,-4.0
WN,PHX,13.0
WN,SLC,-2.0
B6,PBI,-10.0
WN,MSY,-1.0
WN,BUR,-4.0
WN,DCA,-4.0
WN,SJC,-3.0
WN,SLC,0.0
B6,DCA,-10.0
WN,MSY,4.0
WN,BDL,-6.0
WN,BUR,0.0
WN,BUR,3.0
B6,DCA,-2.0
WN,BUR,-2.0
WN,PHX,-2.0
WN,SLC,5.0
WN,MSY,-2.0
WN,BDL,-3.0
WN,PHX,-1.0
WN,SJC,-5.0
B6,PBI,-6.0
WN,ABQ,0.0
WN,PHX,-1.0
WN,RNO,-1.0
WN,SJC,-3.0
WN,SLC,6.0
WN,PHX,12.0
WN,RNO,2.0
B6,BDL,63.0
WN,MSY,4.0
WN,BDL,11.0
WN,BUR,-3.0
B6,DCA,5.0
WN,PHX,0.0
WN,PHX,22.0
WN,PHX,2.0
WN,PHX,-4.0
WN,SJC,-6.0
B6,DCA,-6.0
B6,PBI,-6.0
WN,MSY,6.0
WN,DCA,-4.0
WN,MSY,-3.0
WN,PHX,-3.0
WN,PHX,8.0
WN,ABQ,-1.0
WN,BUR,-4.0
WN,DCA,-10.0
WN,ABQ,2.0
WN,MSY,0.0
WN,PHX,10.0
WN,SJC,3.0
WN,PHX,-2.0
WN,SJC,-2.0
WN,SLC,-4.0
WN,PHX,22.0
WN,SJC,-2.0
B6,BDL,-6.0
WN,MSY,31.0
WN,BUR,-2.0
WN,DCA,-4.0
WN,PHX,-2.0
WN,RNO,-1.0
WN,PHX,83.0
WN,RNO,-6.0
WN,SJC,-2.0
WN,SJC,-1.0
WN,SJC,-3.0
WN,PHX,0.0
B6,MSY,0.0
B6,PBI,-4.0
WN,PHX,3.0
WN,SJC,-1.0
WN,MSY,17.0
WN,DCA,-6.0
WN,PHX,0.0
B6,PBI,-2.0
WN,BDL,0.0
WN,BUR,-2.0
B6,DCA,-5.0
WN,PHX,10.0
WN,PHX,23.0
WN,PHX,37.0
WN,PHX,31.0
WN,PHX,17.0
WN,SJC,-1.0
WN,PHX,25.0
WN,PHX,24.0
WN,PHX,19.0
WN,PHX,16.0
B6,PBI,-4.0
WN,BUR,-4.0
WN,PHX,25.0
WN,RNO,14.0
WN,PHX,31.0
WN,PHX,4.0
WN,SJC,-3.0
B6,DCA,-10.0
WN,BUR,1.0
WN,PHX,4.0
WN,MSY,46.0
WN,DCA,-1.0
WN,PHX,5.0
WN,PHX,5.0
WN,SJC,-2.0
WN,SLC,9.0
WN,PHX,4.0
WN,SJC,-4.0
WN,SLC,44.0
WN,DCA,-9.0
B6,PBI,70.0
WN,PHX,21.0
WN,SLC,2.0
B6,BDL,-4.0
WN,MSY,7.0
WN,DCA,-7.0
WN,DCA,5.0
WN,MSY,16.0
B6,PBI,3.0
WN,BUR,27.0
WN,PBI,-1.0
WN,PHX,6.0
WN,PHX,9.0
B6,PBI,25.0
B6,DCA,0.0
WN,PHX,8.0
WN,BUR,-2.0
WN,ABQ,44.0
WN,PHX,6.0
B6,DCA,-6.0
WN,BDL,-2.0
WN,PBI,29.0
WN,PHX,37.0
WN,PHX,21.0
WN,ABQ,11.0
WN,ABQ,6.0
WN,ABQ,22.0
WN,SJC,6.0
B6,PBI,17.0
WN,MSY,0.0
WN,BDL,-2.0
WN,DCA,5.0
WN,PHX,7.0
WN,PHX,12.0
WN,PHX,2.0
WN,PHX,6.0
WN,PHX,16.0
WN,PHX,12.0
WN,RNO,3.0
WN,MSY,7.0
WN,PHX,-3.0
WN,PHX,4.0
WN,PHX,7.0
WN,SJC,-2.0
WN,DCA,0.0
WN,RNO,0.0
WN,SLC,23.0
WN,MSY,11.0
WN,DCA,1.0
WN,DCA,-9.0
WN,PHX,-2.0
WN,PHX,-3.0
WN,SJC,15.0
WN,ABQ,33.0
WN,BUR,-1.0
WN,SLC,29.0
B6,BDL,69.0
WN,SJC,-3.0
B6,PBI,123.0
WN,BUR,-5.0
B6,SLC,-4.0
WN,ABQ,16.0
WN,DCA,-6.0
WN,DCA,6.0
WN,PHX,0.0
B6,DCA,-8.0
WN,MSY,3.0
WN,BDL,7.0
WN,BUR,1.0
WN,BUR,0.0
WN,PHX,47.0
WN,PHX,-4.0
WN,SJC,8.0
WN,ABQ,5.0
WN,MSY,16.0
WN,MSY,39.0
WN,PHX,97.0
WN,PHX,-2.0
WN,PHX,20.0
WN,SJC,-2.0
WN,PBI,5.0
WN,PHX,19.0
B6,PBI,79.0
B6,DCA,-3.0
WN,DCA,-1.0
B6,DCA,18.0
WN,ABQ,56.0
B6,PBI,69.0
WN,PHX,11.0
WN,SJC,19.0
WN,BUR,-1.0
WN,PHX,2.0
WN,SJC,5.0
WN,MSY,12.0
WN,MSY,3.0
WN,BDL,1.0
WN,DCA,-3.0
WN,SJC,-2.0
B6,PBI,97.0
WN,BUR,-2.0
WN,PHX,-5.0
WN,PHX,3.0
WN,BDL,52.0
WN,BUR,5.0
WN,PHX,-4.0
WN,PHX,57.0
WN,RNO,-1.0
WN,ABQ,15.0
WN,SLC,1.0
B6,DCA,-6.0
WN,BUR,-2.0
WN,PHX,17.0
WN,SLC,21.0
B6,DCA,1.0
WN,PHX,18.0
WN,RNO,5.0
WN,SJC,3.0
WN,SJC,-7.0
WN,PHX,-1.0
WN,PHX,29.0
WN,SJC,4.0
WN,SJC,4.0
WN,MSY,18.0
WN,SJC,13.0
B6,BDL,-2.0
WN,MSY,-5.0
WN,DCA,-3.0
WN,BDL,47.0
WN,SLC,2.0
WN,MSY,3.0
WN,DCA,44.0
WN,DCA,69.0
WN,BUR,12.0
WN,PHX,17.0
WN,RNO,4.0
WN,SLC,19.0
WN,MSY,81.0
B6,DCA,123.0
B6,PBI,25.0
B6,DCA,-1.0
WN,BDL,12.0
WN,PHX,6.0
WN,MSY,27.0
WN,DCA,-3.0
WN,PHX,7.0
WN,PHX,22.0
WN,SJC,-2.0
WN,PHX,22.0
WN,PHX,0.0
WN,PHX,25.0
WN,PHX,1.0
WN,RNO,16.0
WN,SJC,42.0
WN,SJC,-5.0
WN,MSY,-5.0
WN,PHX,36.0
WN,ABQ,10.0
WN,PHX,13.0
