AIRLINE,ORIGIN_AIRPORT,DEPARTURE_DELAY
B6,DCA,-7.0
WN,PHX,-3.0
WN,BUR,-7.0
WN,MSY,-1.0
WN,PHX,-8.0
WN,SJC,-6.0
WN,ABQ,-5.0
WN,SJC,0.0
WN,MSY,57.0
WN,PHX,39.0
WN,BDL,-6.0
B6,PBI,-4.0
WN,DCA,-6.0
WN,PHX,0.0
WN,PHX,-2.0
WN,PHX,24.0
WN,ABQ,-1.0
WN,BUR,-3.0
B6,DCA,-5.0
WN,SLC,69.0
WN,RNO,1.0
WN,MSY,-4.0
B6,DCA,-2.0
B6,MSY,-11.0
WN,PHX,7.0
WN,SJC,1.0
WN,PHX,7.0
WN,BUR,-2.0
WN,RNO,-3.0
WN,ABQ,18.0
WN,SJC,-2.0
WN,MSY,-3.0
WN,MSY,18.0
WN,PHX,7.0
WN,PHX,20.0
WN,PHX,31.0
WN,PHX,-1.0
WN,PHX,5.0
WN,PHX,6.0
WN,ABQ,-4.0
B6,BDL,-5.0
WN,PHX,-3.0
WN,PHX,9.0
WN,PHX,-6.0
WN,PHX,4.0
WN,SJC,-4.0
WN,SJC,0.0
WN,MSY,-2.0
WN,RNO,-1.0
WN,BUR,-4.0
WN,SLC,1.0
B6,DCA,-6.0
WN,DCA,-5.0
WN,BUR,-2.0
WN,SLC,2.0
B6,PBI,-1.0
WN,DCA,-4.0
WN,PHX,9.0
WN,SJC,-2.0
B6,PBI,-7.0
WN,PHX,-4.0
WN,SJC,-4.0
WN,ABQ,6.0
WN,SJC,-5.0
B6,DCA,-3.0
WN,PHX,2.0
WN,SLC,-9.0
WN,PBI,-3.0
WN,PHX,-2.0
WN,PHX,32.0
WN,ABQ,0.0
WN,BDL,-8.0
B6,SLC,-6.0
WN,DCA,-2.0
WN,RNO,63.0
WN,BUR,37.0
WN,DCA,66.0
WN,PHX,12.0
WN,PHX,3.0
WN,ABQ,-1.0
WN,SLC,-3.0
WN,DCA,-2.0
WN,PHX,0.0
WN,BDL,-5.0
WN,MSY,81.0
B6,BDL,-8.0
WN,PHX,274.0
WN,BUR,14.0
B6,PBI,12.0
WN,PHX,-2.0
WN,PHX,4.0
WN,DCA,-4.0
WN,SJC,5.0
WN,PHX,-1.0
WN,PHX,-1.0
WN,BUR,-3.0
WN,MSY,-6.0
WN,MSY,-7.0
WN,DCA,0.0
WN,BUR,-2.0
WN,SJC,21.0
B6,DCA,-7.0
WN,SJC,-2.0
WN,SJC,75.0
WN,MSY,-2.0
WN,PHX,9.0
WN,SJC,-1.0
WN,MSY,14.0
B6,DCA,-4.0
WN,PHX,-4.0
WN,PHX,2.0
WN,ABQ,-2.0
WN,ABQ,-5.0
WN,PHX,-1.0
WN,DCA,-4.0
WN,PHX,-6.0
WN,PHX,-2.0
WN,SLC,-2.0
WN,PBI,0.0
WN,PHX,8.0
WN,PHX,5.0
WN,DCA,106.0
WN,PHX,69.0
WN,SJC,6.0
WN,MSY,0.0
B6,DCA,-8.0
WN,PHX,-1.0
WN,PHX,0.0
WN,RNO,0.0
WN,SJC,197.0
B6,DCA,-8.0
WN,BUR,-2.0
WN,MSY,-10.0
WN,MSY,3.0
WN,BUR,7.0
WN,MSY,-3.0
WN,MSY,29.0
WN,MSY,2.0
WN,DCA,-4.0
WN,PHX,55.0
WN,ABQ,-3.0
B6,PBI,8.0
B6,PBI,-2.0
WN,PHX,-3.0
WN,RNO,-6.0
WN,BDL,134.0
WN,SLC,46.0
WN,SJC,-3.0
WN,SJC,0.0
WN,SLC,7.0
WN,DCA,-6.0
WN,DCA,-4.0
WN,PHX,6.0
WN,PHX,-1.0
WN,BUR,8.0
WN,BUR,16.0
WN,SJC,21.0
WN,ABQ,17.0
WN,BDL,-1.0
WN,SLC,2.0
WN,PHX,-1.0
WN,RNO,91.0
WN,SJC,-4.0
WN,PHX,8.0
WN,PHX,7.0
WN,PHX,-4.0
WN,SJC,3.0
WN,SJC,11.0
B6,DCA,3.0
WN,PHX,-1.0
WN,PHX,77.0
WN,MSY,13.0
B6,DCA,-4.0
WN,PHX,34.0
WN,SJC,5.0
WN,SLC,-3.0
WN,PBI,1.0
WN,PHX,2.0
WN,MSY,0.0
WN,PHX,25.0
WN,PHX,21.0
WN,BUR,113.0
B6,DCA,-7.0
WN,PHX,2.0
WN,BUR,188.0
WN,MSY,18.0
B6,PBI,4.0
WN,PHX,19.0
WN,PHX,43.0
WN,BUR,90.0
WN,SJC,4.0
WN,SJC,40.0
WN,PHX,37.0
WN,DCA,3.0
WN,PHX,1.0
WN,MSY,25.0
WN,MSY,-6.0
WN,DCA,-3.0
WN,DCA,2.0
WN,RNO,-1.0
WN,BDL,77.0
WN,SJC,26.0
B6,DCA,-6.0
WN,PHX,38.0
WN,PHX,31.0
WN,ABQ,80.0
WN,ABQ,21.0
WN,BUR,-5.0
WN,DCA,22.0
WN,PHX,13.0
WN,PHX,25.0
WN,SJC,3.0
B6,DCA,-4.0
WN,BUR,45.0
WN,SJC,54.0
WN,SLC,-6.0
WN,SLC,2.0
WN,DCA,111.0
WN,PHX,89.0
WN,PHX,59.0
WN,RNO,34.0
WN,ABQ,4.0
WN,PHX,68.0
B6,BDL,0.0
WN,DCA,15.0
WN,ABQ,1.0
WN,SJC,2.0
WN,MSY,12.0
WN,DCA,168.0
WN,ABQ,35.0
WN,MSY,23.0
WN,BUR,1.0
WN,BDL,2.0
B6,PBI,-10.0
B6,DCA,21.0
WN,ABQ,93.0
WN,PHX,-1.0
WN,PHX,7.0
WN,SJC,68.0
WN,MSY,-1.0
WN,PHX,0.0
WN,PHX,0.0
WN,SJC,78.0
B6,MSY,2.0
WN,DCA,0.0
WN,PHX,89.0
WN,PHX,7.0
WN,PHX,193.0
WN,ABQ,126.0
WN,BUR,-1.0
WN,MSY,43.0
WN,DCA,11.0
WN,BDL,18.0
WN,SJC,11.0
B6,BDL,18.0
WN,PHX,-1.0
WN,BDL,0.0
B6,PBI,17.0
WN,PHX,2.0
WN,MSY,-4.0
WN,PHX,94.0
WN,PHX,4.0
WN,PHX,75.0
WN,ABQ,5.0
WN,DCA,11.0
WN,BUR,-4.0
WN,BUR,-2.0
B6,DCA,-9.0
WN,PHX,18.0
B6,PBI,33.0
WN,RNO,-2.0
WN,SJC,51.0
WN,MSY,-4.0
WN,DCA,8.0
WN,SLC,0.0
WN,PHX,110.0
WN,MSY,-2.0
WN,PHX,0.0
WN,SJC,19.0
WN,BDL,-6.0
WN,SJC,28.0
WN,SJC,11.0
B6,DCA,1.0
WN,PHX,-1.0
WN,PHX,11.0
WN,PHX,49.0
WN,SLC,24.0
WN,SLC,45.0
B6,MSY,-9.0
WN,PHX,0.0
WN,PHX,30.0
WN,SJC,43.0
WN,PBI,14.0
B6,SLC,14.0
WN,RNO,0.0
WN,SJC,78.0
WN,MSY,58.0
B6,BDL,-9.0
WN,PHX,82.0
WN,PHX,0.0
WN,ABQ,1.0
WN,BUR,2.0
WN,ABQ,30.0
WN,BUR,3.0
WN,DCA,20.0
WN,PHX,40.0
WN,MSY,114.0
WN,DCA,11.0
WN,RNO,45.0
B6,DCA,-6.0
B6,PBI,12.0
WN,MSY,-7.0
WN,MSY,0.0
WN,MSY,23.0
B6,DCA,7.0
WN,PHX,148.0
WN,PHX,27.0
WN,PHX,38.0
WN,PHX,61.0
WN,PHX,36.0
WN,ABQ,4.0
WN,PHX,40.0
WN,BUR,22.0
WN,SLC,-8.0
WN,DCA,44.0
WN,PHX,26.0
WN,PHX,0.0
WN,PHX,11.0
WN,ABQ,8.0
WN,BDL,-3.0
B6,DCA,-1.0
WN,PHX,42.0
WN,MSY,38.0
WN,DCA,6.0
WN,PHX,17.0
WN,PHX,9.0
WN,ABQ,87.0
B6,PBI,20.0
WN,PHX,19.0
WN,PHX,2.0
WN,RNO,-6.0
WN,BUR,5.0
WN,SJC,0.0
WN,MSY,-1.0
WN,MSY,-4.0
WN,PBI,14.0
WN,BUR,18.0
WN,SJC,74.0
B6,BDL,-10.0
WN,DCA,27.0
WN,DCA,20.0
WN,PHX,45.0
WN,PHX,145.0
WN,PHX,0.0
WN,SJC,122.0
B6,PBI,76.0
B6,DCA,-14.0
WN,SJC,24.0
WN,ABQ,-2.0
WN,BUR,-1.0
WN,SJC,-3.0
WN,MSY,-1.0
WN,SLC,10.0
WN,PHX,-3.0
WN,SJC,26.0
WN,DCA,-1.0
B6,PBI,27.0
B6,DCA,-7.0
WN,SJC,29.0
WN,DCA,122.0
WN,BUR,-5.0
WN,DCA,77.0
WN,PHX,-5.0
WN,SJC,73.0
WN,PHX,-3.0
WN,PHX,0.0
WN,MSY,29.0
WN,PHX,-4.0
WN,BUR,-2.0
WN,PHX,-1.0
WN,PHX,6.0
WN,PHX,-3.0
WN,PHX,16.0
WN,PHX,5.0
WN,PHX,-2.0
WN,SJC,48.0
WN,SJC,-1.0
WN,PHX,3.0
WN,PHX,-1.0
WN,PHX,15.0
WN,PHX,5.0
WN,RNO,34.0
B6,SJC,3.0
WN,PHX,92.0
WN,BUR,125.0
WN,SJC,-1.0
WN,SJC,42.0
WN,MSY,29.0
WN,BUR,-3.0
WN,SLC,37.0
WN,BUR,30.0
WN,MSY,0.0
B6,BUR,-3.0
B6,PHX,16.0
WN,PHX,81.0
WN,PHX,139.0
WN,SJC,64.0
WN,SLC,10.0
WN,MSY,65.0
WN,PHX,18.0
WN,PHX,-3.0
WN,RNO,9.0
WN,SJC,11.0
WN,SJC,29.0
WN,SJC,10.0
WN,SJC,15.0
B6,SLC,32.0
B6,SJC,-3.0
B6,PHX,-1.0
B6,ABQ,5.0
B6,SLC,-5.0
WN,PHX,-3.0
WN,PHX,-3.0
WN,BDL,-5.0
WN,MSY,1.0
WN,MSY,-1.0
WN,MSY,0.0
WN,PHX,-3.0
WN,PHX,-4.0
WN,PHX,-2.0
WN,RNO,-4.0
WN,SLC,-4.0
WN,ABQ,-1.0
WN,MSY,-3.0
WN,PHX,-6.0
WN,RNO,-3.0
WN,SLC,-2.0
B6,PBI,-9.0
B6,PBI,-8.0
B6,MSY,-5.0
B6,DCA,-2.0
WN,DCA,32.0
WN,DCA,-4.0
WN,ABQ,-3.0
WN,MSY,-1.0
WN,PHX,-4.0
WN,PHX,0.0
WN,PHX,-3.0
WN,PHX,0.0
WN,DCA,1.0
WN,DCA,-4.0
WN,ABQ,-1.0
WN,SLC,-2.0
WN,BDL,-5.0
WN,PHX,-4.0
WN,RNO,-5.0
B6,DCA,-3.0
WN,ABQ,-4.0
WN,SLC,4.0
WN,ABQ,3.0
WN,ABQ,3.0
WN,SJC,-3.0
WN,SJC,-5.0
WN,SJC,-1.0
B6,BDL,-7.0
WN,PHX,-6.0
WN,PHX,-4.0
WN,RNO,-8.0
WN,SJC,-6.0
WN,SJC,-2.0
WN,BDL,19.0
WN,MSY,-2.0
WN,BDL,-3.0
WN,DCA,-3.0
WN,MSY,-4.0
WN,PBI,-1.0
WN,PHX,0.0
WN,PHX,-1.0
WN,ABQ,0.0
WN,SJC,-2.0
WN,DCA,-5.0
WN,PHX,1.0
B6,DCA,-2.0
B6,DCA,-3.0
WN,BUR,21.0
WN,ABQ,0.0
WN,MSY,0.0
WN,MSY,0.0
WN,PHX,2.0
WN,PHX,-4.0
WN,PHX,0.0
B6,PBI,-10.0
WN,BUR,-9.0
WN,MSY,-1.0
WN,SJC,-4.0
WN,BUR,-6.0
WN,PHX,-3.0
WN,BUR,-1.0
WN,MSY,-2.0
WN,BDL,-1.0
WN,PHX,-2.0
WN,SJC,1.0
WN,SJC,-1.0
WN,RNO,-2.0
WN,PHX,-4.0
WN,PHX,0.0
WN,SLC,-1.0
B6,BDL,-4.0
WN,ABQ,-4.0
WN,DCA,-3.0
WN,PHX,41.0
WN,BDL,-2.0
WN,BUR,-2.0
WN,SLC,-8.0
WN,PHX,31.0
WN,SJC,56.0
WN,DCA,-2.0
WN,MSY,3.0
B6,DCA,-4.0
B6,PBI,-9.0
WN,BDL,-3.0
WN,BUR,-5.0
WN,BUR,-4.0
WN,DCA,-2.0
WN,SJC,25.0
WN,PHX,-1.0
WN,PHX,2.0
WN,PHX,-2.0
WN,PHX,3.0
WN,PHX,12.0
WN,PHX,15.0
WN,BUR,-2.0
WN,PHX,0.0
WN,PHX,1.0
WN,PHX,-1.0
WN,PHX,-3.0
WN,PHX,68.0
B6,DCA,2.0
WN,PHX,0.0
WN,PHX,-5.0
WN,BUR,4.0
WN,BDL,-2.0
WN,PHX,0.0
WN,RNO,-4.0
WN,SJC,-8.0
WN,SLC,-4.0
WN,ABQ,1.0
WN,MSY,-6.0
WN,PHX,-5.0
WN,SJC,85.0
WN,BUR,-1.0
WN,PHX,-4.0
B6,BDL,-8.0
WN,SJC,20.0
B6,DCA,-8.0
WN,PHX,2.0
WN,PHX,9.0
WN,DCA,1.0
WN,SLC,-1.0
WN,BDL,-5.0
WN,BUR,3.0
WN,PBI,161.0
WN,MSY,20.0
WN,PHX,5.0
WN,ABQ,33.0
WN,DCA,-4.0
WN,ABQ,-1.0
WN,MSY,-5.0
WN,PHX,49.0
WN,SLC,-4.0
WN,MSY,27.0
WN,PHX,-1.0
WN,PHX,2.0
WN,SJC,-2.0
WN,SJC,1.0
B6,DCA,7.0
WN,BUR,-3.0
WN,MSY,-3.0
WN,PHX,-2.0
WN,PHX,-2.0
WN,SJC,108.0
WN,ABQ,-3.0
WN,MSY,-1.0
WN,SJC,19.0
WN,BDL,-6.0
WN,PHX,-2.0
B6,PBI,-10.0
WN,DCA,-4.0
WN,PHX,-3.0
WN,PHX,3.0
WN,BUR,8.0
WN,ABQ,-4.0
WN,PHX,5.0
B6,DCA,-2.0
WN,SLC,2.0
WN,MSY,0.0
WN,RNO,23.0
B6,DCA,-6.0
B6,MSY,-13.0
WN,PHX,18.0
WN,SJC,-2.0
WN,BUR,0.0
WN,PHX,-1.0
WN,ABQ,-5.0
WN,RNO,-4.0
WN,SJC,22.0
WN,MSY,13.0
WN,ABQ,10.0
WN,PHX,-2.0
WN,PHX,5.0
WN,PHX,27.0
WN,PHX,0.0
WN,PHX,2.0
WN,PHX,13.0
B6,BDL,-10.0
WN,PHX,18.0
WN,PHX,-5.0
WN,PHX,-2.0
WN,MSY,4.0
WN,PHX,5.0
WN,SJC,19.0
WN,SJC,3.0
WN,BUR,-2.0
WN,RNO,-5.0
WN,SLC,-1.0
B6,DCA,-7.0
WN,BUR,6.0
WN,DCA,22.0
WN,SLC,-1.0
B6,PBI,16.0
WN,DCA,-3.0
WN,PHX,1.0
WN,SJC,6.0
B6,PBI,0.0
WN,PHX,1.0
WN,SJC,-3.0
WN,ABQ,0.0
WN,SJC,1.0
B6,DCA,12.0
WN,PBI,107.0
WN,PHX,11.0
WN,SLC,0.0
WN,BDL,-2.0
WN,ABQ,1.0
WN,PHX,4.0
WN,PHX,22.0
B6,SLC,-11.0
WN,DCA,-6.0
WN,RNO,-5.0
WN,BUR,-2.0
WN,DCA,-5.0
WN,PHX,13.0
WN,PHX,-5.0
WN,ABQ,8.0
WN,SLC,-5.0
WN,BDL,12.0
WN,DCA,-4.0
WN,MSY,-4.0
WN,PHX,-1.0
B6,BDL,-8.0
WN,BUR,4.0
WN,PHX,18.0
B6,PBI,2.0
WN,DCA,1.0
WN,PHX,-1.0
WN,PHX,17.0
WN,SJC,-1.0
WN,BUR,1.0
WN,MSY,29.0
WN,MSY,-1.0
WN,PHX,-1.0
WN,PHX,-1.0
WN,BUR,-5.0
WN,DCA,-1.0
WN,SJC,4.0
B6,DCA,2.0
WN,MSY,63.0
WN,SJC,-3.0
WN,SJC,11.0
WN,MSY,15.0
WN,PHX,2.0
WN,SJC,2.0
B6,DCA,8.0
WN,ABQ,-5.0
WN,ABQ,-3.0
WN,PHX,36.0
WN,PHX,0.0
WN,PHX,0.0
WN,DCA,-5.0
WN,PHX,0.0
WN,PHX,-3.0
WN,SLC,-2.0
WN,PBI,90.0
WN,PHX,5.0
WN,PHX,2.0
WN,DCA,22.0
WN,MSY,-3.0
WN,PHX,81.0
WN,SJC,-3.0
B6,DCA,-9.0
WN,PHX,66.0
WN,PHX,0.0
WN,RNO,-4.0
WN,SJC,3.0
B6,DCA,0.0
WN,BUR,-3.0
WN,MSY,19.0
WN,MSY,67.0
WN,BUR,-3.0
WN,MSY,-1.0
WN,MSY,2.0
WN,MSY,20.0
WN,DCA,-1.0
WN,ABQ,-7.0
WN,PHX,72.0
B6,PBI,-1.0
B6,PBI,24.0
WN,BDL,-5.0
WN,PHX,-2.0
WN,RNO,-4.0
WN,SLC,2.0
WN,SJC,10.0
WN,SJC,32.0
WN,SLC,22.0
WN,BUR,-2.0
WN,DCA,9.0
WN,DCA,-1.0
WN,PHX,34.0
WN,PHX,7.0
WN,BUR,3.0
WN,SJC,10.0
WN,BDL,2.0
WN,ABQ,0.0
WN,SLC,1.0
WN,PHX,4.0
WN,RNO,22.0
WN,SJC,0.0
WN,PHX,1.0
WN,PHX,7.0
WN,PHX,4.0
WN,SJC,-2.0
WN,SJC,6.0
B6,DCA,87.0
WN,MSY,-3.0
WN,PHX,5.0
WN,PHX,8.0
B6,DCA,-1.0
WN,PBI,130.0
WN,PHX,-3.0
WN,SJC,30.0
WN,MSY,-1.0
WN,BUR,-2.0
WN,PHX,11.0
WN,PHX,16.0
B6,DCA,-2.0
WN,BUR,-3.0
WN,PHX,6.0
WN,MSY,3.0
B6,PBI,-1.0
WN,PHX,22.0
WN,BUR,2.0
WN,PHX,11.0
WN,SJC,-5.0
WN,SJC,18.0
WN,PHX,13.0
WN,SLC,74.0
WN,PHX,9.0
WN,DCA,6.0
WN,MSY,0.0
WN,MSY,60.0
WN,PHX,-3.0
WN,DCA,7.0
WN,DCA,16.0
WN,RNO,-6.0
WN,BDL,68.0
WN,SJC,25.0
B6,DCA,
WN,ABQ,16.0
WN,PHX,69.0
WN,PHX,3.0
WN,BUR,-4.0
WN,ABQ,11.0
WN,DCA,107.0
WN,PHX,4.0
WN,PHX,2.0
WN,SJC,13.0
B6,DCA,-2.0
WN,BUR,-4.0
WN,SJC,9.0
WN,SLC,-1.0
WN,SLC,4.0
WN,DCA,77.0
WN,ABQ,58.0
WN,PHX,39.0
WN,PHX,-3.0
WN,RNO,0.0
WN,PHX,30.0
B6,BDL,-5.0
WN,DCA,5.0
WN,ABQ,38.0
WN,MSY,2.0
WN,SJC,-1.0
WN,DCA,20.0
WN,ABQ,35.0
WN,MSY,115.0
WN,BUR,-5.0
WN,BDL,-3.0
B6,PBI,2.0
B6,DCA,57.0
WN,ABQ,0.0
WN,MSY,36.0
WN,PHX,11.0
WN,PHX,30.0
WN,SJC,11.0
WN,PHX,0.0
WN,PHX,-1.0
WN,SJC,13.0
B6,MSY,34.0
WN,DCA,19.0
WN,ABQ,18.0
WN,PHX,32.0
WN,PHX,52.0
WN,PHX,8.0
WN,BUR,23.0
WN,MSY,-7.0
WN,BDL,17.0
WN,DCA,131.0
WN,SJC,-5.0
B6,BDL,3.0
WN,BDL,17.0
WN,PHX,8.0
B6,PBI,33.0
WN,MSY,26.0
WN,PHX,-1.0
WN,ABQ,-3.0
WN,PHX,9.0
WN,PHX,-2.0
WN,PHX,7.0
WN,BUR,0.0
WN,BUR,23.0
WN,DCA,20.0
B6,DCA,0.0
WN,PHX,6.0
B6,PBI,3.0
WN,MSY,21.0
WN,RNO,12.0
WN,SJC,-2.0
WN,DCA,18.0
WN,SLC,-8.0
WN,MSY,18.0
WN,PHX,38.0
WN,PHX,1.0
WN,SJC,6.0
WN,BDL,-3.0
WN,SJC,1.0
WN,SJC,-3.0
B6,DCA,59.0
WN,PHX,110.0
WN,PHX,124.0
WN,PHX,8.0
WN,SLC,-4.0
WN,SLC,-2.0
B6,MSY,88.0
WN,PHX,-6.0
WN,PBI,-7.0
WN,PHX,-1.0
WN,SJC,-3.0
B6,SLC,0.0
WN,MSY,4.0
WN,RNO,20.0
WN,SJC,3.0
B6,BDL,-7.0
WN,BUR,-2.0
WN,ABQ,30.0
WN,PHX,2.0
WN,PHX,36.0
WN,BUR,-4.0
WN,DCA,102.0
WN,ABQ,5.0
WN,MSY,29.0
WN,PHX,97.0
WN,DCA,5.0
WN,RNO,6.0
B6,DCA,6.0
B6,PBI,116.0
WN,MSY,45.0
WN,MSY,5.0
WN,MSY,13.0
B6,DCA,55.0
WN,ABQ,8.0
WN,PHX,-4.0
WN,PHX,25.0
WN,PHX,13.0
WN,PHX,1.0
WN,PHX,56.0
WN,BUR,6.0
WN,PHX,-3.0
WN,SLC,-4.0
WN,BDL,-9.0
WN,DCA,50.0
WN,ABQ,2.0
WN,PHX,11.0
WN,PHX,8.0
WN,PHX,12.0
B6,DCA,8.0
WN,MSY,41.0
WN,PHX,-1.0
WN,DCA,56.0
WN,PHX,71.0
WN,PHX,34.0
WN,ABQ,14.0
B6,PBI,7.0
WN,BUR,25.0
WN,MSY,20.0
WN,MSY,30.0
WN,PHX,35.0
WN,PHX,3.0
WN,RNO,-5.0
WN,SJC,13.0
WN,PBI,-2.0
WN,BUR,0.0
WN,SJC,157.0
B6,BDL,162.0
WN,DCA,25.0
WN,DCA,124.0
WN,PHX,108.0
WN,PHX,9.0
WN,PHX,9.0
WN,SJC,12.0
B6,PBI,69.0
B6,DCA,93.0
WN,SJC,19.0
WN,BUR,-5.0
WN,ABQ,-1.0
WN,MSY,60.0
WN,SJC,15.0
WN,SLC,-3.0
WN,PHX,10.0
WN,SJC,9.0
WN,DCA,39.0
B6,PBI,-5.0
B6,DCA,-6.0
WN,SJC,-3.0
WN,BUR,-3.0
WN,DCA,77.0
WN,DCA,-6.0
WN,PHX,10.0
WN,SJC,-3.0
WN,MSY,120.0
WN,PHX,59.0
WN,PHX,112.0
WN,BUR,-6.0
WN,PHX,-4.0
WN,PHX,20.0
WN,PHX,25.0
WN,PHX,15.0
WN,PHX,38.0
WN,PHX,12.0
WN,PHX,11.0
WN,SJC,1.0
WN,SJC,-4.0
WN,PHX,30.0
WN,PHX,13.0
WN,PHX,15.0
WN,PHX,11.0
WN,RNO,-1.0
B6,SJC,5.0
WN,BUR,16.0
WN,PHX,15.0
WN,SJC,18.0
WN,SJC,-3.0
WN,MSY,59.0
WN,BUR,-8.0
WN,SLC,-2.0
WN,BUR,83.0
WN,MSY,-3.0
B6,BUR,-2.0
B6,PHX,-3.0
WN,PHX,30.0
WN,PHX,-1.0
WN,SJC,6.0
WN,SLC,102.0
WN,MSY,38.0
WN,PHX,16.0
WN,RNO,-8.0
WN,SJC,11.0
WN,SJC,-1.0
WN,SJC,7.0
WN,SJC,44.0
B6,SLC,14.0
B6,SJC,-10.0
B6,PHX,14.0
B6,ABQ,2.0
B6,SLC,-9.0
WN,PHX,-1.0
WN,PHX,-2.0
WN,BDL,-4.0
WN,MSY,-4.0
WN,MSY,-4.0
WN,MSY,-4.0
WN,PHX,-5.0
WN,PHX,0.0
WN,PHX,-4.0
WN,RNO,-4.0
WN,SLC,-1.0
WN,MSY,-3.0
WN,ABQ,-4.0
WN,PHX,-4.0
WN,RNO,-5.0
WN,SLC,-5.0
B6,PBI,-4.0
B6,PBI,-11.0
B6,MSY,-4.0
B6,DCA,-10.0
WN,MSY,-4.0
WN,PHX,-5.0
WN,PHX,-2.0
WN,PHX,2.0
WN,PHX,-1.0
WN,ABQ,-4.0
WN,DCA,-6.0
WN,DCA,-2.0
WN,SLC,-2.0
WN,ABQ,-5.0
WN,DCA,-7.0
WN,DCA,-1.0
WN,BDL,-2.0
WN,PHX,24.0
WN,RNO,-5.0
B6,DCA,-6.0
WN,SLC,7.0
WN,ABQ,-3.0
WN,ABQ,-5.0
WN,SJC,-3.0
WN,SJC,-5.0
WN,SJC,-4.0
WN,ABQ,-4.0
B6,BDL,-14.0
WN,PHX,-4.0
WN,PHX,-4.0
WN,RNO,-6.0
WN,SJC,-3.0
WN,SJC,-5.0
WN,MSY,-3.0
WN,BDL,-8.0
WN,MSY,42.0
WN,PBI,-5.0
WN,PHX,0.0
WN,PHX,-4.0
WN,BDL,-4.0
WN,DCA,-5.0
WN,SJC,-5.0
WN,ABQ,-5.0
WN,PHX,-3.0
WN,DCA,-7.0
B6,DCA,16.0
B6,DCA,-10.0
WN,MSY,-1.0
WN,MSY,-2.0
WN,PHX,-1.0
WN,PHX,-4.0
WN,PHX,3.0
WN,ABQ,-2.0
WN,BUR,-1.0
B6,PBI,-10.0
WN,MSY,-3.0
WN,SJC,-2.0
WN,BUR,-8.0
WN,PHX,-2.0
WN,BUR,-6.0
WN,MSY,-2.0
WN,BUR,-8.0
WN,PHX,17.0
WN,SJC,-3.0
WN,SJC,-4.0
WN,BDL,-3.0
WN,RNO,-6.0
WN,PHX,8.0
WN,PHX,2.0
WN,SLC,-1.0
B6,BDL,-9.0
WN,ABQ,-6.0
WN,PHX,3.0
WN,DCA,-1.0
WN,SLC,-4.0
WN,BDL,-5.0
WN,BUR,-1.0
WN,PHX,-5.0
WN,SJC,-3.0
WN,MSY,-6.0
WN,DCA,-3.0
B6,DCA,0.0
B6,PBI,-6.0
WN,SJC,0.0
WN,BDL,-3.0
WN,BUR,-3.0
WN,BUR,-3.0
WN,DCA,3.0
WN,PHX,-1.0
WN,PHX,0.0
WN,PHX,103.0
WN,PHX,-1.0
WN,PHX,-4.0
WN,PHX,-4.0
WN,PHX,11.0
WN,PHX,-4.0
WN,PHX,-5.0
WN,PHX,2.0
WN,PHX,-1.0
WN,BUR,1.0
B6,DCA,-2.0
WN,PHX,-6.0
WN,PHX,-2.0
WN,BUR,-2.0
WN,PHX,-3.0
WN,RNO,-4.0
WN,SJC,12.0
WN,SLC,1.0
WN,BDL,-1.0
WN,MSY,-1.0
WN,PHX,-8.0
WN,SJC,-1.0
WN,ABQ,0.0
WN,PHX,1.0
WN,BUR,0.0
B6,BDL,-6.0
WN,SJC,-1.0
B6,DCA,-9.0
WN,PHX,-1.0
WN,PHX,15.0
WN,SLC,-1.0
WN,DCA,-4.0
WN,PBI,0.0
WN,BDL,11.0
WN,BUR,5.0
WN,MSY,0.0
WN,PHX,3.0
WN,ABQ,-4.0
WN,ABQ,-3.0
WN,DCA,-1.0
WN,MSY,-1.0
WN,PHX,15.0
WN,SLC,-2.0
WN,MSY,0.0
WN,PHX,1.0
WN,PHX,-1.0
WN,SJC,3.0
WN,SJC,-4.0
B6,DCA,-4.0
WN,MSY,9.0
WN,PHX,-2.0
WN,BUR,-4.0
WN,PHX,-2.0
WN,SJC,-2.0
WN,MSY,0.0
WN,SJC,-2.0
WN,ABQ,-5.0
WN,PHX,-1.0
WN,BDL,-4.0
B6,PBI,-7.0
WN,PHX,-1.0
WN,PHX,-1.0
WN,DCA,-7.0
WN,PHX,-4.0
WN,ABQ,-1.0
WN,BUR,5.0
B6,DCA,3.0
WN,SLC,-3.0
WN,MSY,-3.0
WN,RNO,-5.0
B6,DCA,12.0
B6,MSY,128.0
WN,PHX,0.0
WN,SJC,-4.0
WN,PHX,16.0
WN,BUR,-3.0
WN,RNO,-3.0
WN,SJC,5.0
WN,ABQ,-3.0
WN,MSY,-5.0
WN,PHX,-1.0
WN,PHX,-3.0
WN,PHX,3.0
WN,PHX,-5.0
WN,PHX,-1.0
WN,PHX,5.0
WN,ABQ,5.0
B6,BDL,0.0
WN,PHX,3.0
WN,PHX,0.0
WN,PHX,0.0
WN,MSY,-2.0
WN,PHX,2.0
WN,SJC,0.0
WN,SJC,-6.0
WN,RNO,-7.0
WN,SLC,3.0
WN,BUR,0.0
B6,DCA,-5.0
WN,SLC,5.0
WN,BUR,-5.0
WN,DCA,-6.0
B6,PBI,2.0
WN,PHX,32.0
WN,SJC,17.0
WN,DCA,-6.0
B6,PBI,104.0
WN,PHX,18.0
WN,SJC,-1.0
WN,SJC,0.0
WN,ABQ,11.0
B6,DCA,-3.0
